===== PARAMETERS =====
Total rows : 1813
Reference system: Sol
Area of search : 250 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Cold Stars Count,Coldest star temp,Cold Stars Luminosities,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Col 285 Sector ZO-E b13-1,232.23,4,2,Col 285 Sector ZO-E b13-1 D 7,58,Class I gas giant,21087.9297,false,false,0,0.0003,1245.8657835000001,1245.8657274360385,Col 285 Sector ZO-E b13-1 D,M (Red dwarf) Star,9,22278.9688,0.3968,Va,642,2294,0.5333,1,2294,-Va-,false,Col 285 Sector ZO-E b13-1 D 7 h,21058.0918,Icy body,49,1146.0597
Col 285 Sector SP-N c7-9,226.75,1,1,Col 285 Sector SP-N c7-9 9,57,Class I gas giant,2234.3057,false,false,0,0.0002,2234.644191,2234.644146307116,Col 285 Sector SP-N c7-9,M (Red dwarf) Star,2,0,0.6675,Va,4958,3473,0.6675,0,,-,false,Col 285 Sector SP-N c7-9 9 h,2239.7866,Icy body,51,935.9828
Supera,146.64,1,1,Supera 13,57,Class I gas giant,1180.9705,false,true,1,0.0007,1181.5440389999999,1181.543749521675,Supera,M (Red dwarf) Star,6,0,0.3884,Va,254,2710,0.3884,0,,-,false,Supera 13 h,1187.3429,Icy body,43,893.3167
Col 285 Sector EF-F b12-4,171.35,1,1,Col 285 Sector EF-F b12-4 8,57,Class I gas giant,1132.8627,false,true,1,0.0001,1132.940952,1132.9409463352952,Col 285 Sector EF-F b12-4,M (Red dwarf) Star,6,0,0.497,Va,416,2653,0.497,0,,-,false,Col 285 Sector EF-F b12-4 8 h,1123.2136,Icy body,47,731.4309
Dao Kach,113.57,2,2,Dao Kach B 10,57,Class I gas giant,378051.9375,false,true,2,0.0001,830.4940214999999,830.4940173475297,Dao Kach B,M (Red dwarf) Star,9,377661.1875,0.3985,Va,6294,2307,0.5301,1,2307,-Va-,false,Dao Kach B 10 h,378059.125,Icy body,46,661.0569
Betse Eyo,113.31,2,1,Betse Eyo A 16,57,Class I gas giant,1835.8301,false,true,2,0.0013,1836.3384,1836.3368482933965,Betse Eyo A,M (Red dwarf) Star,5,0,0.5859,Vz,212,3032,0.5859,0,,-,false,Betse Eyo A 16 h,1828.3933,Icy body,48,882.4024
Wolf 918,39.68,1,1,Wolf 918 8,57,Class I gas giant,1542.3732,false,true,1,0,1542.324654,1542.324654,Wolf 918,M (Red dwarf) Star,5,0,0.5084,V,2060,2892,0.5084,0,,-,false,Wolf 918 8 g a,1550.9364,Icy body,35,589.3189
Col 285 Sector SH-B b14-7,221.81,1,1,Col 285 Sector SH-B b14-7 13,56,Class I gas giant,1949.3214,false,true,1,0,1949.3630325,1949.3630325,Col 285 Sector SH-B b14-7,M (Red dwarf) Star,4,0,0.5906,Va,10088,3221,0.5906,0,,-,false,Col 285 Sector SH-B b14-7 13 h,1948,Icy body,48,1083.7584
Hyades Sector YK-W b2-6,215.35,1,1,Hyades Sector YK-W b2-6 9,56,Class I gas giant,2398.4907,false,true,1,0.0002,2398.8667364999997,2398.8666885226644,Hyades Sector YK-W b2-6,M (Red dwarf) Star,4,0,0.5692,Va,788,3115,0.5692,0,,-,false,Hyades Sector YK-W b2-6 9 g,2405.6404,Icy body,41,3879.7405
Widjalams,159.55,5,1,Widjalams DE 1,56,Class I gas giant,38646.707,true,false,0,0.0001,1625.458887,1625.4588788727056,Widjalams D,M (Red dwarf) Star,8,37739.8164,0.4266,Va,7528,2485,0.4266,1,2485,-Va-,false,Widjalams DE 1 h,38653.0469,Icy body,48,720.7712
Coelacara,152.24,1,1,Coelacara 5,56,Class I gas giant,1899.6947,false,true,1,0.0006,1900.5603435,1900.5600013991073,Coelacara,M (Red dwarf) Star,3,0,0.5699,Va,860,3259,0.5699,0,,-,false,Coelacara 5 h,1904.9449,Icy body,48,862.6801
Ross 835,68.33,4,3,Ross 835 ABCD 2,56,Class I gas giant,4620.6074,true,false,1,0.0086,3999.3753734999996,3999.227473863973,Ross 835 C,M (Red dwarf) Star,4,1292.3911,0.5129,Va,6502,3191,0.5535,1,2063,-VI-,false,Ross 835 ABCD 2 h,4663.6548,Icy body,40,4613.4648
Hyades Sector HB-X c1-8,230.24,2,1,Hyades Sector HB-X c1-8 B 3,56,Class I gas giant,233627.7812,false,false,0,0.0028,1660.0898339999999,1660.0833264350958,Hyades Sector HB-X c1-8 B,M (Red dwarf) Star,5,231976.5,0.5037,,3114,2846,0.5037,0,,-,false,Hyades Sector HB-X c1-8 B 3 h,233639.2812,Icy body,49,669.1904
Col 285 Sector FN-N b22-1,243.66,1,1,Col 285 Sector FN-N b22-1 7,56,Class I gas giant,1676.1479,false,true,1,0.0036,1680.848442,1680.8375500668058,Col 285 Sector FN-N b22-1,M (Red dwarf) Star,5,0,0.5288,Va,5800,2872,0.5288,0,,-,false,Col 285 Sector FN-N b22-1 7 h,1680.199,Icy body,44,1158.243
Col 285 Sector JW-J b10-2,199.57,1,1,Col 285 Sector JW-J b10-2 9,55,Class I gas giant,1953.7548,false,false,0,0.0024,1952.905968,1952.900343622713,Col 285 Sector JW-J b10-2,M (Red dwarf) Star,5,0,0.5139,Va,10570,2982,0.5139,0,,-,false,Col 285 Sector JW-J b10-2 9 h,1932.2358,Icy body,41,1254.8737
Hyades Sector NM-V b2-1,249.62,2,1,Hyades Sector NM-V b2-1 A 13,55,Class I gas giant,2084.2559,false,true,2,0.0011,2082.4975665,2082.4963065885913,Hyades Sector NM-V b2-1 A,M (Red dwarf) Star,4,0,0.5964,Va,360,3140,0.5964,0,,-,false,Hyades Sector NM-V b2-1 A 13 h,2088.905,Icy body,48,768.6772
HIP 69446,201.08,2,1,HIP 69446 AB 4,55,Class I gas giant,3660,true,false,0,0.0012,3898.9755675,3898.972760236581,HIP 69446 B,M (Red dwarf) Star,7,1790.2943,0.4226,Va,5268,2595,0.4226,0,,-,false,HIP 69446 AB 4 h,3650,Icy body,46,760.4844
Ammatch,168.21,1,1,Ammatch 3,55,Class I gas giant,1708.6307,false,true,1,0.0003,1709.092125,1709.0920480908526,Ammatch,M (Red dwarf) Star,5,0,0.5541,Va,10426,3059,0.5541,0,,-,false,Ammatch 3 h,1721.9836,Icy body,47,632.5006
Salibi,225.17,1,1,Salibi 6,55,Class I gas giant,2685.3279,false,true,1,0.0053,2681.3035665,2681.265907326945,Salibi,M (Red dwarf) Star,3,0,0.5502,Va,3468,3319,0.5502,0,,-,false,Salibi 6 h,2685.1345,Icy body,41,897.0454
Hatis,158.85,1,1,Hatis 4,55,Class I gas giant,2309.7959,false,true,1,0.0006,2311.0418565,2311.0414405124284,Hatis,M (Red dwarf) Star,5,0,0.5137,Va,9286,3008,0.5137,0,,-,false,Hatis 4 h,2304.2249,Icy body,39,3281.2976
Kupalites,141.06,2,1,Kupalites B 9,55,Class I gas giant,51464.9805,false,true,2,0,1122.8111505000002,1122.8111505000002,Kupalites A,M (Red dwarf) Star,3,0,0.5,Va,344,3373,0.5,0,,-,false,Kupalites B 9 h,51463.8086,Icy body,42,1042.0413
Segon,107.77,1,1,Segon 9,55,Class I gas giant,2246.179,false,true,1,0.0008,2246.7700125,2246.769293533481,Segon,M (Red dwarf) Star,5,0,0.5054,Va,12746,2830,0.5054,0,,-,false,Segon 9 g a,2239.343,Icy body,37,513.2392
Arietis Sector FG-X b1-4,188.71,1,1,Arietis Sector FG-X b1-4 6,55,Class I gas giant,1749.7317,false,true,1,0.0041,1745.020485,1745.0058180411854,Arietis Sector FG-X b1-4,M (Red dwarf) Star,5,0,0.5192,Va,406,2932,0.5192,0,,-,false,Arietis Sector FG-X b1-4 6 h,1757.3491,Icy body,43,692.2531
Ngarans,233.60,3,2,Ngarans AB 5,55,Class I gas giant,2810.3752,true,false,2,0.0233,2777.9109345,2777.1567820970395,Ngarans A,M (Red dwarf) Star,4,0,0.5214,Va,714,3170,0.5214,1,2085,-VI-,false,Ngarans AB 5 h,2825.3503,Icy body,44,1161.5712
Puppis Sector TO-R b4-4,62.56,3,1,Puppis Sector TO-R b4-4 A 4,55,Class I gas giant,1219.1364,false,true,3,0.0016,1220.8157325,1220.8141698548623,Puppis Sector TO-R b4-4 A,M (Red dwarf) Star,9,0,0.4571,Va,2094,2377,0.4571,1,2377,-Va-,false,Puppis Sector TO-R b4-4 A 4 h,1209.4637,Icy body,46,814.6972
Alrai Sector IM-V b2-7,86.76,2,2,Alrai Sector IM-V b2-7 A 7,55,Class I gas giant,2004.0254,false,true,2,0.005,2003.804478,2003.7794302874754,Alrai Sector IM-V b2-7 A,M (Red dwarf) Star,4,0,0.5851,Va,2586,3146,0.5851,1,2074,-VI-,false,Alrai Sector IM-V b2-7 A 7 h,2011.1957,Icy body,47,663.6178
Fousang,45.94,1,1,Fousang 8,55,Class I gas giant,3001.2915,false,true,1,0.0009,3001.8643785,3001.8631627446803,Fousang,M (Red dwarf) Star,2,0,0.5852,V,2528,3423,0.5852,0,,-,false,Fousang 8 h,3015.5681,Icy body,41,1134.0087
Col 285 Sector ZW-G b25-2,191.06,1,1,Col 285 Sector ZW-G b25-2 6,55,Class I gas giant,1738.1545,false,true,1,0.0001,1738.1841164999998,1738.1841078090793,Col 285 Sector ZW-G b25-2,M (Red dwarf) Star,4,0,0.5493,Va,6002,3171,0.5493,0,,-,false,Col 285 Sector ZW-G b25-2 6 h,1751,Icy body,48,574.3322
HIP 62153,173.19,1,1,HIP 62153 16,54,Class I gas giant,2661.647,false,true,1,0.0021,2665.2855059999997,2665.27962903898,HIP 62153,M (Red dwarf) Star,4,0,0.5667,V,6110,3177,0.5667,0,,-,false,HIP 62153 16 h,2664.792,Icy body,47,5122.1504
Hou Yangk,154.55,1,1,Hou Yangk 4,54,Class I gas giant,2244.0911,false,true,1,0.0035,2247.6682215,2247.6544544899816,Hou Yangk,M (Red dwarf) Star,8,0,0.3891,Va,2880,2451,0.3891,1,2451,-Va-,false,Hou Yangk 4 g,2251.4006,Icy body,29,1389.7111
Scorpii Sector RY-R b4-0,178.50,1,1,Scorpii Sector RY-R b4-0 6,54,Class I gas giant,1608.4131,false,true,1,0.0057,1600.1094329999999,1600.083439011123,Scorpii Sector RY-R b4-0,M (Red dwarf) Star,5,0,0.581,Va,3444,2863,0.581,0,,-,false,Scorpii Sector RY-R b4-0 6 h,1607.494,Icy body,46,654.9769
Col 285 Sector CT-T b19-0,228.97,1,1,Col 285 Sector CT-T b19-0 3,54,Class I gas giant,1848.5043,false,true,1,0.0003,1848.913326,1848.9132427988984,Col 285 Sector CT-T b19-0,M (Red dwarf) Star,5,0,0.5698,Va,1814,3095,0.5698,0,,-,false,Col 285 Sector CT-T b19-0 3 h,1853.3729,Icy body,46,780.5272
Hyades Sector RO-P b6-6,142.53,1,1,Hyades Sector RO-P b6-6 8,54,Class I gas giant,1063.6754,false,true,1,0.0026,1066.074282,1066.0706786628373,Hyades Sector RO-P b6-6,M (Red dwarf) Star,9,0,0.4377,Va,5236,2213,0.4377,1,2213,-Va-,false,Hyades Sector RO-P b6-6 8 g,1073.0421,Icy body,39,1122.1069
Du Shas,167.97,2,1,Du Shas AB 2,54,Class I gas giant,4925.0337,true,false,1,0.0157,5517.2487825,5516.568767266979,Du Shas B,M (Red dwarf) Star,2,2252.9868,0.5656,Va,1278,3565,0.5656,0,,-,false,Du Shas AB 2 h,4940.8149,Icy body,45,910.4551
Camundjiga,228.61,1,1,Camundjiga 7,54,Class I gas giant,2973.0674,false,true,1,0.0066,2982.6027855,2982.5378237038904,Camundjiga,M (Red dwarf) Star,2,0,0.5836,Va,6778,3553,0.5836,0,,-,false,Camundjiga 7 h,2982.1521,Icy body,43,961.5463
Ross 263,62.75,3,3,Ross 263 BC 4,54,Class I gas giant,105854.2891,true,false,2,0.0202,2481.8013674999997,2481.2949787230127,Ross 263 C,M (Red dwarf) Star,9,103458.0156,0.4048,Va,3444,2311,0.5984,1,2311,-Va-,false,Ross 263 BC 4 g,105846.1953,Icy body,43,978.8993
LHS 1228,72.18,1,1,LHS 1228 5,54,Class I gas giant,976.1006,false,true,1,0.0005,975.7044765,975.7043545369328,LHS 1228,M (Red dwarf) Star,3,0,0.5676,V,3784,3323,0.5676,0,,-,false,LHS 1228 5 h,979.4288,Icy body,46,733.1309
LTT 5212,70.89,3,2,LTT 5212 ABC 5,54,Class I gas giant,2416.3787,true,false,2,0.1735,17.016070499999998,16.75800254975636,LTT 5212 B,M (Red dwarf) Star,9,501.9406,0.4345,Va,6746,2345,0.5496,1,2345,-Va-,false,LTT 5212 ABC 5 h,2419.9548,Icy body,43,709.9944
LFT 1442,45.96,3,2,LFT 1442 ABC 1,54,Class I gas giant,2658.0325,true,false,1,0.0034,2869.5282525,2869.5116665787673,LFT 1442 B,M (Red dwarf) Star,9,124.0945,0.3788,Va,9234,2222,0.4633,1,2222,-Va-,false,LFT 1442 ABC 1 f a,2650.5869,Icy body,29,543.4148
Euboa,48.61,2,2,Euboa B 11,54,Class I gas giant,2175.1575,false,true,2,0.0174,2189.334537,2189.0030904487007,Gliese 781.1 B,M (Red dwarf) Star,3,0,0.5791,V,4128,3330,0.5791,0,,-,false,Euboa B 11 h,2182.3787,Icy body,48,848.5216
Hyades Sector KJ-P b6-5,185.48,3,1,Hyades Sector KJ-P b6-5 A 10,54,Class I gas giant,1518.7179,false,false,0,0.0001,1518.871419,1518.8714114056427,Hyades Sector KJ-P b6-5 A,M (Red dwarf) Star,6,0,0.5153,Va,296,2685,0.5153,0,,-,false,Hyades Sector KJ-P b6-5 A 10 h,1533.7233,Icy body,44,2490.8306
Yu Di Wandy,157.48,1,1,Yu Di Wandy 4,54,Class I gas giant,1286.8173,false,true,1,0.0005,1287.233298,1287.2331370958277,Yu Di Wandy,M (Red dwarf) Star,5,0,0.4518,Va,3388,2875,0.4518,0,,-,false,Yu Di Wandy 4 h,1281.5813,Icy body,46,725.0955
Gran,105.22,1,1,Gran 10,54,Class I gas giant,2001.6598,false,true,2,0.0529,45.010251000000004,44.94722831002879,Gran,M (Red dwarf) Star,5,0,0.5745,Va,1652,3096,0.5745,0,,-,false,Gran 10 h,2001.2748,Icy body,46,713.1733
Mechet,124.36,1,1,Mechet 3,54,Class I gas giant,2340.166,false,true,1,0.0015,2339.535042,2339.532410021597,Mechet,M (Red dwarf) Star,2,0,0.5977,Va,3146,3550,0.5977,0,,-,false,Mechet 3 h,2335.9438,Icy body,48,672.4258
LHS 2637,79.55,1,1,LHS 2637 6,54,Class I gas giant,1275.661,false,true,1,0.0022,1273.660362,1273.6572797381946,LHS 2637,M (Red dwarf) Star,5,0,0.4882,V,8890,2828,0.4882,0,,-,false,LHS 2637 6 h,1278.4969,Icy body,47,525.9906
Shinrarta Dezhra,64.43,2,1,Shinrarta Dezhra AB 3,54,Class I gas giant,5550.8433,true,false,1,0.0002,5125.479957,5125.4798544904,LTT 4550,M (Red dwarf) Star,3,1509.7208,0.5645,V,4570,3295,0.5645,0,,-,false,Shinrarta Dezhra AB 3 h,5543.8965,Icy body,43,997.5334
Tekenatam,152.67,2,1,Tekenatam AB 1,53,Class I gas giant,1204.7168,true,false,1,0.0007,1232.0932455,1232.092943637118,Tekenatam A,M (Red dwarf) Star,9,0,0.4065,Va,11912,2213,0.4065,1,2213,-Va-,false,Tekenatam AB 1 h,1215.7107,Icy body,35,775.5216
Tchehen,165.03,4,2,Tchehen ABC 5,53,Class I gas giant,4271.6743,true,false,2,0.0528,3935.6025345,3930.1127906128254,Tchehen B,M (Red dwarf) Star,9,409.0577,0.3948,Va,11102,2287,0.5547,1,2287,-Va-,false,Tchehen ABC 5 h,4274.2158,Icy body,37,923.6182
Ithurs,239.57,3,1,Ithurs AB 2,53,Class I gas giant,1736.3463,true,false,2,0.0002,1682.744661,1682.7446273451064,Ithurs A,M (Red dwarf) Star,5,0,0.5313,Va,12862,2835,0.5313,0,,-,false,Ithurs AB 2 h,1730.2308,Icy body,48,1521.407
Choerini,159.95,1,1,Choerini 3,53,Class I gas giant,2430.4937,false,true,1,0.0073,2438.737236,2438.672254980626,Choerini,M (Red dwarf) Star,4,0,0.5005,Va,1952,3238,0.5005,0,,-,false,Choerini 3 g,2418.5164,Icy body,40,893.0938
Arietis Sector EV-Y b3,215.74,2,1,Arietis Sector EV-Y b3 AB 5,53,Class I gas giant,1891.5968,true,false,1,0,1967.776317,1967.776317,Arietis Sector EV-Y b3 A,M (Red dwarf) Star,8,0,0.4668,Va,1022,2487,0.4668,1,2487,-Va-,false,Arietis Sector EV-Y b3 AB 5 g,2112.6125,Icy body,34,1242.4207
Geirsemi,147.16,2,1,Geirsemi A 17,53,Class I gas giant,1728.1296,false,true,2,0.0026,1732.645161,1732.6393046494586,Geirsemi A,M (Red dwarf) Star,5,0,0.5183,Va,268,3043,0.5183,0,,-,false,Geirsemi A 17 h,1736.0033,Icy body,46,695.0958
G 188-9,43.44,1,1,G 188-9 7,53,Class I gas giant,2057.4702,false,true,2,0.1555,1.297413,1.281631128460353,G 188-9,M (Red dwarf) Star,3,0,0.5782,V,10172,3370,0.5782,0,,-,false,G 188-9 7 h,2059.8,Icy body,40,882.0613
Nyan,183.10,1,1,Nyan 5,53,Class I gas giant,826.2518,false,true,1,0.0003,826.252479,826.2524418186375,Nyan,M (Red dwarf) Star,9,0,0.44,Va,2826,2383,0.44,1,2383,-Va-,false,Nyan 5 h,827.532,Icy body,47,658.0635
Grovicho,215.64,1,1,Grovicho 13,53,Class I gas giant,1170.0914,false,true,1,0.0001,1170.1168245,1170.1168186494158,Grovicho,M (Red dwarf) Star,6,0,0.4766,Va,286,2629,0.4766,0,,-,false,Grovicho 13 h,1173.3964,Icy body,45,837.6239
Awa,157.39,1,1,Awa 7,53,Class I gas giant,2226.6172,false,true,1,0.0012,2228.755932,2228.754327295151,Awa,M (Red dwarf) Star,5,0,0.5196,Va,816,3003,0.5196,0,,-,false,Awa 7 h,2190.8132,Icy body,39,3311.8848
Kremainn,70.61,1,1,Kremainn 4,53,Class I gas giant,5277.1299,false,true,1,0.0234,5201.0792145000005,5199.655068054553,Kremainn,M (Red dwarf) Star,4,0,0.5706,Va,11234,3204,0.5706,0,,-,false,Kremainn 4 f,5268.2388,Icy body,30,1489.0514
Col 285 Sector PB-E b12-3,238.83,1,1,Col 285 Sector PB-E b12-3 8,52,Class I gas giant,1473.0659,false,false,0,0.0029,1476.1565910000002,1476.150383748484,Col 285 Sector PB-E b12-3,M (Red dwarf) Star,5,0,0.5096,Va,928,2870,0.5096,0,,-,false,Col 285 Sector PB-E b12-3 8 h,1466.4174,Icy body,45,881.1754
HIP 8924,220.86,1,1,HIP 8924 6,52,Class I gas giant,2619.8523,false,true,1,0.0004,2620.9239615,2620.9237518260747,HIP 8924,M (Red dwarf) Star,5,0,0.5169,V,7746,2983,0.5169,0,,-,false,HIP 8924 6 h,2617.3071,Icy body,46,504.7832
Col 285 Sector VH-G b25-4,241.10,3,3,Col 285 Sector VH-G b25-4 ABC 3,52,Class I gas giant,3910.7092,true,false,1,0.0484,4187.749761,4182.841857510078,Col 285 Sector VH-G b25-4 C,M (Red dwarf) Star,9,1726.9872,0.3941,Va,3036,2332,0.6271,1,2332,-Va-,false,Col 285 Sector VH-G b25-4 ABC 3 h,3916.7495,Icy body,41,960.7622
Konorubang,175.87,1,1,Konorubang 7,52,Class I gas giant,1950.5698,false,false,0,0.0011,1948.5646245,1948.5634456180455,Konorubang,M (Red dwarf) Star,5,0,0.6285,Va,644,2989,0.6285,0,,-,false,Konorubang 7 h,1947.0411,Icy body,46,967.1933
Jinoharis,80.11,1,1,Jinoharis 10,52,Class I gas giant,1571.3585,false,true,1,0.0059,1569.8198295,1569.7925065480877,Jinoharis,M (Red dwarf) Star,5,0,0.5065,Va,4216,2934,0.5065,0,,-,false,Jinoharis 10 h,1562.6469,Icy body,45,904.0829
Hyades Sector SY-R b4-0,220.89,2,1,Hyades Sector SY-R b4-0 AB 1,52,Class I gas giant,1211.1851,true,false,1,0.0001,1334.5888725,1334.5888658270558,Hyades Sector SY-R b4-0 A,M (Red dwarf) Star,9,0,0.4033,VI,330,2160,0.4033,1,2160,-VI-,false,Hyades Sector SY-R b4-0 AB 1 h,1220.9473,Icy body,33,1078.559
LTT 7138,61.52,4,3,LTT 7138 AB 9,52,Class I gas giant,2843.0635,true,false,2,0.003,2840.735664,2840.722880660749,LTT 7138 B,M (Red dwarf) Star,9,102.2515,0.3007,VI,8058,2018,0.5296,2,2018,-VI-Va-,false,LTT 7138 AB 9 h,2857.4824,Icy body,46,704.5136
Col 285 Sector HN-H b24-3,211.87,1,1,Col 285 Sector HN-H b24-3 10,51,Class I gas giant,1269.5248,false,true,1,0.0025,1269.269118,1269.2651515278085,Col 285 Sector HN-H b24-3,M (Red dwarf) Star,5,0,0.4169,Vz,220,2818,0.4169,0,,-,false,Col 285 Sector HN-H b24-3 10 h,1263.1241,Icy body,43,955.8486
Esumaramuxa,179.18,1,1,Esumaramuxa 4,51,Class I gas giant,2305.9126,false,true,1,0.0037,2301.910065,2301.8943083716777,Esumaramuxa,M (Red dwarf) Star,2,0,0.5422,Va,13023,3471,0.5422,0,,-,false,Esumaramuxa 4 h,2302.7183,Icy body,45,726.3795
Groa,229.92,1,1,Groa 15,51,Class I gas giant,3278.8418,false,true,1,0.0011,3282.155487,3282.15350129533,Groa,M (Red dwarf) Star,2,0,0.5753,Va,390,3557,0.5753,0,,-,false,Groa 15 h,3287.6428,Icy body,40,781.9383
Eluskapu,107.46,1,1,Eluskapu 5,51,Class I gas giant,1276.3665,false,true,1,0.0021,1277.652402,1277.6495847733474,Eluskapu,M (Red dwarf) Star,6,0,0.4465,Va,4026,2634,0.4465,0,,-,false,Eluskapu 5 g,1273.4033,Icy body,42,898.1902
Paipai,99.57,1,1,Paipai 9,51,Class I gas giant,1295.3639,false,true,1,0.0017,1293.1714574999999,1293.1695888658937,Paipai,M (Red dwarf) Star,7,0,0.4999,Va,6350,2521,0.4999,0,,-,false,Paipai 9 h,1291.7354,Icy body,42,1100.3363
Euboa,48.61,2,2,Euboa A 3,51,Class I gas giant,381874.9062,false,true,2,0.0001,682.838442,682.8384385858078,Euboa,M (Red dwarf) Star,7,381648.2812,0.4454,V,6024,2587,0.5791,0,,-,false,Euboa A 3 h,381884.5,Icy body,44,723.5996
Hyades Sector AL-W b2-4,218.28,1,1,Hyades Sector AL-W b2-4 4,51,Class I gas giant,2401.9917,false,false,0,0.0095,2382.848676,2382.7411475273293,Hyades Sector AL-W b2-4,M (Red dwarf) Star,4,0,0.5821,Va,13052,3222,0.5821,0,,-,false,Hyades Sector AL-W b2-4 4 h,2394.6484,Icy body,43,981.6235
Pularungu,83.58,1,1,Pularungu 3,51,Class I gas giant,2055.6223,false,true,1,0.0087,2068.1761229999997,2068.0978513935024,Pularungu,M (Red dwarf) Star,5,0,0.4929,Va,3140,2952,0.4929,0,,-,false,Pularungu 3 h,2052.6448,Icy body,39,2065.7207
Col 285 Sector FY-F b25-0,220.44,1,1,Col 285 Sector FY-F b25-0 11,51,Class I gas giant,2198.6567,false,true,1,0.0003,2198.815632,2198.815533053294,Col 285 Sector FY-F b25-0,M (Red dwarf) Star,5,0,0.4951,Va,390,3032,0.4951,0,,-,false,Col 285 Sector FY-F b25-0 11 g,2197.0234,Icy body,39,1709.0104
Col 285 Sector SP-K b10-2,205.69,1,1,Col 285 Sector SP-K b10-2 8,51,Class I gas giant,2613.6677,false,true,1,0.0001,2613.7382895,2613.7382764313083,Col 285 Sector SP-K b10-2,M (Red dwarf) Star,3,0,0.5981,Va,4192,3362,0.5981,0,,-,false,Col 285 Sector SP-K b10-2 8 h,2615.6736,Icy body,43,690.7523
Capricorni Sector UO-R b4-3,201.79,2,1,Capricorni Sector UO-R b4-3 A 4,51,Class I gas giant,1261.9225,false,true,2,0.0002,1261.7341425000002,1261.7341172653169,Capricorni Sector UO-R b4-3 A,M (Red dwarf) Star,9,0,0.406,Va,3984,2376,0.406,1,2376,-Va-,false,Capricorni Sector UO-R b4-3 A 4 h,1264.1682,Icy body,39,914.364
Col 285 Sector BM-K b22-4,242.95,2,1,Col 285 Sector BM-K b22-4 A 3,51,Class I gas giant,1432.5464,false,false,0,0.0012,1431.2960415,1431.2950109664791,Col 285 Sector BM-K b22-4 A,M (Red dwarf) Star,8,0,0.4337,Va,5400,2475,0.4337,1,2475,-Va-,false,Col 285 Sector BM-K b22-4 A 3 h,1434.5345,Icy body,41,791.8464
Col 285 Sector RV-H b25-3,229.00,1,1,Col 285 Sector RV-H b25-3 5,50,Class I gas giant,839.9235,false,true,1,0,839.925216,839.925216,Col 285 Sector RV-H b25-3,M (Red dwarf) Star,9,0,0.4178,Va,964,2233,0.4178,1,2233,-Va-,false,Col 285 Sector RV-H b25-3 5 h,839.9553,Icy body,42,602.4781
Arietis Sector DG-X b1-2,213.19,1,1,Arietis Sector DG-X b1-2 8,50,Class I gas giant,1729.749,false,true,1,0.0016,1732.0962554999999,1732.094038415374,Arietis Sector DG-X b1-2,M (Red dwarf) Star,6,0,0.552,Vz,236,2798,0.552,0,,-,false,Arietis Sector DG-X b1-2 8 h,1732.8445,Icy body,43,554.3977
Col 285 Sector BU-S b19-2,235.33,1,1,Col 285 Sector BU-S b19-2 15,50,Class I gas giant,2654.8396,false,false,0,0.0005,2653.7085899999997,2653.7082582864055,Col 285 Sector BU-S b19-2,M (Red dwarf) Star,3,0,0.5677,Va,330,3276,0.5677,0,,-,false,Col 285 Sector BU-S b19-2 15 h,2645.5825,Icy body,41,753.0312
Hosuets,160.30,2,1,Hosuets A 8,50,Class I gas giant,999.0818,false,true,2,0.0003,999.0080099999999,999.0079650446384,Hosuets A,M (Red dwarf) Star,9,0,0.4101,VI,258,2012,0.4101,1,2012,-VI-,false,Hosuets A 8 g,1005.3748,Icy body,37,1539.2997
Col 285 Sector SQ-A b15-3,178.44,1,1,Col 285 Sector SQ-A b15-3 7,50,Class I gas giant,967.3782,false,true,1,0.0016,968.8182075,968.8169674119007,Col 285 Sector SQ-A b15-3,M (Red dwarf) Star,8,0,0.4269,Va,446,2407,0.4269,1,2407,-Va-,false,Col 285 Sector SQ-A b15-3 7 h,965.0085,Icy body,43,801.4629
Villae,236.51,3,3,Villae C 11,50,Class I gas giant,194780.125,false,false,0,0.0021,1680.848442,1680.844735725099,Villae C,M (Red dwarf) Star,7,193827.1719,0.487,Va,418,2597,0.6346,1,2176,-Va-,false,Villae C 11 h,194772.7656,Icy body,43,601.0918
Kwekwaxawe,119.06,3,1,Kwekwaxawe A 7,50,Class I gas giant,2294.1707,false,true,2,0.0009,2296.2214080000003,2296.2204780301413,Kwekwaxawe A,M (Red dwarf) Star,4,0,0.459,Va,1806,3126,0.459,0,,-,false,Kwekwaxawe A 7 h,2283.7969,Icy body,43,616.3129
