System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
LP 149-14,54.57,false,4,4,LP 149-14 A 3,85,Class I gas giant,3328,false,true,2,0.0142,3319.3313595,3318.996687640676,LP 149-14 A,M (Red dwarf) Star,2,0,0.5884,V,3462,3464,3327,0.5884,LP 149-14 A 3 h,3327,Icy body,45,3325.1357,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,3464,V,false
Wolf 324,68.18,false,1,1,Wolf 324 4,84,Class I gas giant,2484,false,true,1,0.0106,2465.4340035,2465.2954915267724,Wolf 324,K (Yellow-Orange) Star,0,0,0.7551,V,8796,4231,2491,0.7551,Wolf 324 4 h,2491,Icy body,53,1097.1921,-K (Yellow-Orange) Star-,1,false,,,false
Wolf 751,32.54,false,1,1,Wolf 751 6,84,Class I gas giant,1669,false,true,1,0.0123,1689.9802335,1689.8523901096974,Wolf 751,M (Red dwarf) Star,3,0,0.5626,V,9148,3302,1664,0.5626,Wolf 751 6 h,1664,Icy body,45,914.6253,-M (Red dwarf) Star-,1,true,3302,V,false
VZ Corvi,69.09,false,1,1,VZ Corvi 13,83,Class I gas giant,2440,false,true,2,0.1292,2.095821,2.0782549930166896,VZ Corvi,K (Yellow-Orange) Star,0,0,0.8243,V,9202,4827,2442,0.8243,VZ Corvi 13 h,2442,Icy body,104,775.3976,-K (Yellow-Orange) Star-,1,false,,,false
Umbrigua,51.20,false,3,3,Umbrigua C 3,82,Class I gas giant,95593,false,true,2,0,1415.5274835,1415.5274835,Umbrigua C,M (Red dwarf) Star,3,96431,0.5965,Va,3654,3388,837,0.7972,Umbrigua C 3 h,95594,Icy body,182,945.5644,-K (Yellow-Orange) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3388,Va,false
LHS 1101,64.61,false,1,1,LHS 1101 4,82,Class I gas giant,1080,false,true,1,0.0002,1080.645228,1080.6452063870952,LHS 1101,M (Red dwarf) Star,4,0,0.5713,V,5330,3213,1086,0.5713,LHS 1101 4 h,1086,Icy body,109,1423.9272,-M (Red dwarf) Star-,1,true,3213,V,false
Pliny,38.73,false,2,2,Pliny A 6,82,Class I gas giant,1878,false,true,2,0.0005,1877.755815,1877.7555802805084,Pliny,K (Yellow-Orange) Star,0,0,0.6858,V,4678,3937,1887,0.6858,Pliny A 6 h,1887,Icy body,58,1105.5504,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2751,V,false
Oto,58.27,false,2,2,Oto AB 3,82,Class I gas giant,3125,true,false,1,0.0039,2819.877255,2819.85580975193,Oto B,K (Yellow-Orange) Star,0,910,0.5916,Va,5350,3874,2229,0.9144,Oto AB 3 h,3139,Icy body,102,604.3027,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,1,false,,,false
14 Geminorum,58.77,true,2,2,14 Geminorum A 6,81,Class I gas giant,2240,false,true,2,0.0052,2251.211157,2251.1807204194047,14 Geminorum A,K (Yellow-Orange giant) Star,0,0,0.5678,III,3538,4329,2237,0.5678,14 Geminorum A 6 f a,2237,Icy body,151,590.1911,-M (Red dwarf) Star-K (Yellow-Orange giant) Star-,1,true,2184,Va,false
L 258-146,45.15,false,3,3,L 258-146 A 5,79,Class I gas giant,1330,false,true,2,0.0004,1330.1976285,1330.1975220841855,L 258-146 A,M (Red dwarf) Star,3,0,0.5791,V,5614,3336,1337,0.5791,L 258-146 A 5 h,1337,Icy body,108,905.953,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2740,Va,false
G 180-18,53.45,true,2,2,G 180-18 A 3,79,Class I gas giant,1338,false,true,2,0.0007,1338.4811115,1338.4807835720876,G 180-18 A,M (Red dwarf) Star,5,0,0.5128,V,8808,2940,1340,0.5128,G 180-18 A 3 f,1340,Icy body,53,1210.3563,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2940,V,false
Daramo,77.37,false,4,4,Daramo ABCD 2,78,Class I gas giant,4072,true,false,2,0.1617,85.7789595,84.65010510729566,Daramo C,M (Red dwarf) Star,5,2049,0.5122,Vz,214,2931,2027,0.8959,Daramo ABCD 2 h,4076,Icy body,97,735.8642,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2020,Vz,true
Batz,75.71,false,1,1,Batz 5,78,Class I gas giant,836,false,true,1,0.0032,838.128798,838.1245067695687,Batz,M (Red dwarf) Star,4,0,0.5459,Va,5220,3106,841,0.5459,Batz 5 h,841,Icy body,100,710.1918,-M (Red dwarf) Star-,1,true,3106,Va,false
RBS 1843,33.27,false,2,2,RBS 1843 B 5,76,Class I gas giant,38060,false,true,2,0.0093,1377.952407,1377.8928161596284,Gliese 852 B,M (Red dwarf) Star,5,39433,0.4941,V,8210,2913,1361,0.5932,RBS 1843 B 5 h,38072,Icy body,59,2066.1592,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2913,V,false
Caelottixa,78.04,false,0,0,Caelottixa 4,76,Helium-rich gas giant,654,false,true,1,0.0002,654.295356,654.2953429140927,,,,,,,,,,,Caelottixa 4 h,653,Icy body,61,1423.1256,-,1,false,,,false
LHS 374,55.39,false,1,1,LHS 374 2,76,Class I gas giant,1210,false,true,1,0.0001,1209.787722,1209.7877159510613,LHS 374,M (Red dwarf) Star,1,0,0.6573,V,9934,3786,1212,0.6573,LHS 374 2 h,1212,Icy body,94,801.451,-M (Red dwarf) Star-,1,true,3786,V,false
CD-58 538,54.95,false,2,2,CD-58 538 AB 4,76,Class I gas giant,1919,true,false,1,0.0002,1932.14736,1932.1473213570523,CD-58 538 B,M (Red dwarf) Star,5,144,0.581,Va,6338,2819,1780,0.6588,CD-58 538 AB 4 h,1924,Icy body,55,1511.6339,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2819,Va,false
LHS 1567,77.65,true,1,1,LHS 1567 1,75,Class I gas giant,1581,false,true,1,0.0015,1580.049432,1580.047654443389,LHS 1567,M (Red dwarf) Star,6,0,0.4681,V,9892,2617,1575,0.4681,LHS 1567 1 f a,1575,Icy body,42,558.0002,-M (Red dwarf) Star-,1,true,2617,V,false
LTT 5259,67.92,false,2,2,LTT 5259 A 5,75,Class I gas giant,1627,false,true,2,0.0002,1627.3052054999998,1627.3051729538954,LTT 5259 A,K (Yellow-Orange) Star,5,0,0.5418,V,2174,3090,1629,0.5418,LTT 5259 A 5 h,1629,Icy body,53,1659.1425,-K (Yellow-Orange) Star-L (Brown dwarf) Star-,1,false,,,false
LTT 7370,69.83,false,1,1,LTT 7370 6,74,Class I gas giant,4402,false,true,1,0.0067,4405.116339,4405.017465054146,LTT 7370,K (Yellow-Orange) Star,0,0,0.6876,V,8482,3991,4402,0.6876,LTT 7370 6 h,4402,Icy body,38,3608.1553,-K (Yellow-Orange) Star-,1,false,,,false
LHS 1788,76.93,false,1,1,LHS 1788 10,74,Class I gas giant,1228,false,true,1,0.0011,1229.1990165,1229.19827283437,LHS 1788,M (Red dwarf) Star,5,0,0.5166,V,8898,2984,1226,0.5166,LHS 1788 10 h,1226,Icy body,53,998.6333,-M (Red dwarf) Star-,1,true,2984,V,false
Lugh,52.74,false,1,1,Lugh 13,74,Class I gas giant,3230,false,true,2,0.0825,24.3015435,24.21870110759367,Lugh,K (Yellow-Orange) Star,0,0,0.8536,V,6898,4947,3232,0.8536,Lugh 13 h,3232,Icy body,93,673.1472,-K (Yellow-Orange) Star-,1,false,,,false
LHS 306,41.79,false,1,1,LHS 306 4,74,Class I gas giant,1374,false,true,1,0.003,1369.868526,1369.862361577763,LHS 306,M (Red dwarf) Star,3,0,0.589,V,3754,3377,1374,0.589,LHS 306 4 h,1374,Icy body,60,1019.0355,-M (Red dwarf) Star-,1,true,3377,V,false
NLTT 45576,75.85,false,2,2,NLTT 45576 A 2,73,Class I gas giant,1171,false,true,2,0.0052,1167.571899,1167.5561133212136,NLTT 45576 A,M (Red dwarf) Star,8,0,0.4156,V,10484,2450,1164,0.4156,NLTT 45576 A 2 h,1164,Icy body,45,1064.9211,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2450,V,false
Karagro,77.70,true,2,2,Karagro A 5,71,Class I gas giant,9243,false,true,2,0.0495,8838.1270575,8827.292606239702,Karagro A,K (Yellow-Orange) Star,0,0,0.7925,Vab,1290,4651,9195,0.8356,Karagro A 5 f,9195,Icy body,48,1530.8881,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,1,false,,,false
LP 104-2,39.28,false,2,2,LP 104-2 A 2,70,Class I gas giant,1684,false,true,2,0.0002,1683.5929695,1683.5929358281403,LP 104-2 A,White Dwarf (DC) Star,0,0,0.0107,VII,9886,8949,1698,0.4793,LP 104-2 A 2 h,1698,Icy body,25,1782.8815,-White Dwarf (DC) Star-M (Red dwarf) Star-,1,true,2519,Va,false
Katta,76.10,false,1,1,Katta 4,69,Class I gas giant,1457,false,true,1,0.0031,1453.5017639999999,1453.4947799072445,Katta,M (Red dwarf) Star,5,0,0.6214,Va,2626,3062,1453,0.6214,Katta 4 h,1453,Icy body,54,894.5768,-M (Red dwarf) Star-,1,true,3062,Va,false
G 122-60,77.64,false,1,1,G 122-60 9,69,Class I gas giant,1643,false,true,2,0.1076,22.6049265,22.47368832616666,G 122-60,M (Red dwarf) Star,4,0,0.5687,V,6158,3183,1636,0.5687,G 122-60 9 h,1636,Icy body,52,1031.5375,-M (Red dwarf) Star-,1,true,3183,V,false
LHS 3589,65.24,false,1,1,LHS 3589 4,68,Class I gas giant,2199,false,true,1,0.0019,2199.2148359999997,2199.210866413638,LHS 3589,White Dwarf (DA) Star,0,0,0.0143,VII,12939,23947,2198,0.0143,LHS 3589 4 h,2198,Icy body,53,1083.5236,-White Dwarf (DA) Star-,1,false,,,false
LTT 1147,74.11,false,1,1,LTT 1147 5,68,Class I gas giant,3254,false,true,1,0.0139,3295.7284229999996,3295.410023775474,LTT 1147,K (Yellow-Orange) Star,0,0,0.7962,V,3106,4402,3250,0.7962,LTT 1147 5 h,3250,Icy body,53,1038.8212,-K (Yellow-Orange) Star-,1,false,,,false
LHS 2948,65.96,true,1,1,LHS 2948 6,68,Class I gas giant,1741,false,true,1,0,1740.52944,1740.52944,LHS 2948,K (Yellow-Orange) Star,0,0,0.6697,V,6644,3810,1753,0.6697,LHS 2948 6 f,1753,Icy body,55,1595.2489,-K (Yellow-Orange) Star-,1,false,,,false
Qarato,61.93,false,1,1,Qarato 9,67,Class I gas giant,1828,false,true,2,0.0152,10.878309,10.877052265151121,Qarato,M (Red dwarf) Star,1,0,0.6172,Va,892,3679,1827,0.6172,Qarato 9 h,1827,Icy body,58,668.3886,-M (Red dwarf) Star-,1,true,3679,Va,false
LP 847-48,36.91,false,1,1,LP 847-48 4,67,Class I gas giant,1204,false,true,1,0.0143,1211.7837419999998,1211.6598368366335,LP 847-48,M (Red dwarf) Star,5,0,0.5304,V,6894,3070,1224,0.5304,LP 847-48 4 h,1224,Icy body,30,849.3306,-M (Red dwarf) Star-,1,true,3070,V,false
GT Pegasi,50.21,false,1,1,GT Pegasi 3,67,Class I gas giant,1207,false,true,1,0.0034,1210.386528,1210.3795319456497,GT Pegasi,M (Red dwarf) Star,8,0,0.4283,V,10404,2459,1223,0.4283,GT Pegasi 3 h,1223,Icy body,41,1867.182,-M (Red dwarf) Star-,1,true,2459,V,false
Abi,45.31,false,1,1,Abi 3,67,Class I gas giant,1848,false,true,1,0.0015,1848.3145200000001,1848.3124406449956,Abi,M (Red dwarf) Star,4,0,0.566,V,6118,3144,1843,0.566,Abi 3 h,1843,Icy body,48,972.3806,-M (Red dwarf) Star-,1,true,3144,V,false
G 122-60,77.64,false,1,1,G 122-60 11,67,Class I gas giant,2198,false,true,1,0,2198.3665275,2198.3665275,G 122-60,M (Red dwarf) Star,4,0,0.5687,V,6158,3183,2216,0.5687,G 122-60 11 h,2216,Icy body,44,1409.335,-M (Red dwarf) Star-,1,true,3183,V,false
Ross 1051,58.23,false,1,1,Ross 1051 7,66,Class I gas giant,1591,false,true,1,0.0012,1589.3808255,1589.3796811453938,Ross 1051,M (Red dwarf) Star,5,0,0.5315,V,7648,2953,1585,0.5315,Ross 1051 7 h,1585,Icy body,40,1318.2437,-M (Red dwarf) Star-,1,true,2953,V,false
MCC 467,69.66,false,2,2,MCC 467 A 4,64,Class I gas giant,1724,false,true,2,0.0008,1724.7109815000001,1724.7104295923978,MCC 467 A,K (Yellow-Orange) Star,2,0,0.6374,V,11348,3597,1736,0.6374,MCC 467 A 4 h,1736,Icy body,52,888.1375,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,3277,Va,false
V484 Tauri,51.78,false,1,1,V484 Tauri 2,63,Class I gas giant,1088,false,true,1,0.0057,1081.643238,1081.6256665628734,V484 Tauri,M (Red dwarf) Star,5,0,0.5002,V,9146,2854,1080,0.5002,V484 Tauri 2 h,1080,Icy body,52,989.6387,-M (Red dwarf) Star-,1,true,2854,V,false
LHS 1882,55.66,true,1,1,LHS 1882 3,63,Class I gas giant,882,false,true,1,0.0033,879.945417,879.9406256841601,LHS 1882,M (Red dwarf) Star,8,0,0.4142,V,11254,2419,880,0.4142,LHS 1882 3 e,880,Icy body,46,1010.9349,-M (Red dwarf) Star-,1,true,2419,V,false
Vellamo,79.51,true,3,3,Vellamo ABC 2,62,Class I gas giant,3511,true,false,1,0.0002,4227.57036,4227.570275448592,Vellamo B,M (Red dwarf) Star,2,1598,0.653,Va,7914,3403,1914,0.7488,Vellamo ABC 2 f,3512,Icy body,50,1371.9373,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3326,Va,false
G 97-54,40.42,false,3,3,G 97-54 AB 10,61,Class I gas giant,3487,true,false,2,0.0244,3455.9589284999997,3454.9300054784608,G 97-54 B,L (Brown dwarf) Star,9,29,0.3262,V,8314,1958,3446,0.4974,G 97-54 AB 10 h,3475,Icy body,36,1543.1102,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2903,V,false
KP Tauri,55.31,false,1,1,KP Tauri 6,60,Class I gas giant,3474,false,true,1,0.0123,3484.3024124999997,3484.038832474374,KP Tauri,M (Red dwarf) Star,5,0,0.5225,V,7938,2938,3455,0.5225,KP Tauri 6 h,3455,Icy body,31,3303.2539,-M (Red dwarf) Star-,1,true,2938,V,false
Pliny,38.73,true,2,2,Pliny A 7,58,Class I gas giant,2725,false,true,2,0.0002,2724.9166035,2724.916549001667,Pliny,K (Yellow-Orange) Star,0,0,0.6858,V,4678,3937,2722,0.6858,Pliny A 7 g,2722,Icy body,48,1425.8195,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2751,V,false
G 130-9,62.59,false,1,1,G 130-9 3,58,Class I gas giant,1750,false,true,1,0.0045,1751.2580475,1751.2403159225025,G 130-9,M (Red dwarf) Star,1,0,0.6101,V,11702,3631,1749,0.6101,G 130-9 3 h,1749,Icy body,49,635.8221,-M (Red dwarf) Star-,1,true,3631,V,false
LHS 2936,63.97,false,1,1,LHS 2936 8,58,Class I gas giant,1574,false,true,1,0.0099,1580.8977405,1580.8202667078785,LHS 2936,M (Red dwarf) Star,4,0,0.5509,V,7434,3128,1575,0.5509,LHS 2936 8 h,1575,Icy body,50,844.7676,-M (Red dwarf) Star-,1,true,3128,V,false
Wolf 918,39.68,false,1,1,Wolf 918 8,57,Class I gas giant,1542,false,true,1,0,1542.324654,1542.324654,Wolf 918,M (Red dwarf) Star,5,0,0.5084,V,2060,2892,1561,0.5084,Wolf 918 8 h,1561,Icy body,34,3570.4121,-M (Red dwarf) Star-,1,true,2892,V,false
Ross 835,68.33,false,4,4,Ross 835 ABCD 2,56,Class I gas giant,4395,true,false,1,0.0086,3999.3753734999996,3999.227473863973,Ross 835 D,L (Brown dwarf) Star,9,1026,0.2285,V,6502,1547,3404,0.5535,Ross 835 ABCD 2 h,4430,Icy body,40,4613.4648,-L (Brown dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2063,VI,false
Caerus,59.33,false,1,1,Caerus 13,56,Helium-rich gas giant,3028,false,true,1,0.0018,3024.7188075,3024.7139074515626,Caerus,M (Red dwarf) Star,2,0,0.5981,V,372,3522,3015,0.5981,Caerus 13 h,3015,Icy body,42,1027.9988,-M (Red dwarf) Star-,1,true,3522,V,false
Puppis Sector TO-R b4-4,62.56,false,3,3,Puppis Sector TO-R b4-4 A 4,55,Class I gas giant,1219,false,true,3,0.0016,1220.8157325,1220.8141698548623,Puppis Sector TO-R b4-4 A,M (Red dwarf) Star,9,0,0.4571,Va,2094,2377,1215,0.4571,Puppis Sector TO-R b4-4 A 4 h,1215,Icy body,46,814.6972,-M (Red dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,2377,Va,false
Pan,48.23,false,1,1,Pan 2,55,Class I gas giant,1730,false,true,1,0.003,1725.5592900000001,1725.5515249657237,Pan,K (Yellow-Orange) Star,2,0,0.5912,V,12388,3503,1733,0.5912,Pan 2 h,1733,Icy body,46,1055.15,-K (Yellow-Orange) Star-,1,false,,,false
Fousang,45.94,false,1,1,Fousang 8,55,Class I gas giant,3001,false,true,1,0.0009,3001.8643785,3001.8631627446803,Fousang,M (Red dwarf) Star,2,0,0.5852,V,2528,3423,3007,0.5852,Fousang 8 h,3007,Icy body,41,1134.0087,-M (Red dwarf) Star-,1,true,3423,V,false
LHS 1228,72.18,false,1,1,LHS 1228 5,54,Class I gas giant,976,false,true,1,0.0005,975.7044765,975.7043545369328,LHS 1228,M (Red dwarf) Star,3,0,0.5676,V,3784,3323,978,0.5676,LHS 1228 5 h,978,Icy body,46,733.1309,-M (Red dwarf) Star-,1,true,3323,V,false
Ross 263,62.75,false,3,3,Ross 263 BC 4,54,Class I gas giant,105818,true,false,2,0.0202,2481.8013674999997,2481.2949787230127,Ross 263 B,M (Red dwarf) Star,6,103645,0.4873,Va,3444,2734,2165,0.5984,Ross 263 BC 4 h,105810,Icy body,43,1021.6146,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2311,Va,false
LTT 5212,70.89,false,3,3,LTT 5212 ABC 5,54,Class I gas giant,2154,true,false,2,0.1735,17.016070499999998,16.75800254975636,LTT 5212 C,L (Brown dwarf) Star,9,340,0.2324,V,6746,1404,1814,0.5496,LTT 5212 ABC 5 h,2154,Icy body,43,709.9944,-L (Brown dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2345,Va,false
LFT 1442,45.96,true,3,3,LFT 1442 ABC 1,54,Class I gas giant,2548,true,false,1,0.0034,2869.5282525,2869.5116665787673,LFT 1442 C,L (Brown dwarf) Star,9,1467,0.3251,V,9234,1698,1061,0.4633,LFT 1442 ABC 1 f,2528,Icy body,29,1399.035,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2222,Va,false
Euboa,48.61,false,2,2,Euboa B 11,54,Class I gas giant,2178,false,true,2,0.0174,2189.334537,2189.0030904487007,Gliese 781.1 B,M (Red dwarf) Star,3,0,0.5791,V,4128,3330,2183,0.5791,Euboa B 11 h,2183,Icy body,48,848.5216,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2587,V,false
Shinrarta Dezhra,64.43,false,2,2,Shinrarta Dezhra AB 3,54,Class I gas giant,5675,true,false,1,0.0002,5125.479957,5125.4798544904,LTT 4550,M (Red dwarf) Star,3,1520,0.5645,V,4570,3295,4159,0.7666,Shinrarta Dezhra AB 3 h,5679,Icy body,43,997.5334,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,3295,V,false
LHS 2637,79.55,false,1,1,LHS 2637 6,54,Class I gas giant,1276,false,true,1,0.0022,1273.660362,1273.6572797381946,LHS 2637,M (Red dwarf) Star,5,0,0.4882,V,8890,2828,1287,0.4882,LHS 2637 6 h,1287,Icy body,47,525.9906,-M (Red dwarf) Star-,1,true,2828,V,false
G 188-9,43.44,false,1,1,G 188-9 7,53,Class I gas giant,2051,false,true,2,0.1555,1.297413,1.281631128460353,G 188-9,M (Red dwarf) Star,3,0,0.5782,V,10172,3370,2046,0.5782,G 188-9 7 h,2046,Icy body,40,882.0613,-M (Red dwarf) Star-,1,true,3370,V,false
Kremainn,70.61,true,1,1,Kremainn 4,53,Class I gas giant,5279,false,true,1,0.0234,5201.0792145000005,5199.655068054553,Kremainn,M (Red dwarf) Star,4,0,0.5706,Va,11234,3204,5277,0.5706,Kremainn 4 e a,5277,Icy body,30,617.9032,-M (Red dwarf) Star-,1,true,3204,Va,false
LTT 7138,61.52,false,4,4,LTT 7138 AB 9,52,Class I gas giant,2819,true,false,2,0.003,2840.735664,2840.722880660749,LTT 7138 B,M (Red dwarf) Star,9,108,0.3007,VI,8058,2018,2721,0.5296,LTT 7138 AB 9 h,2829,Icy body,46,704.5136,-L (Brown dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2018,VI,false
Euboa,48.61,false,2,2,Euboa A 3,51,Class I gas giant,382260,false,true,2,0.0001,682.838442,682.8384385858078,Euboa,M (Red dwarf) Star,7,381652,0.4454,V,6024,2587,629,0.5791,Euboa A 3 h,382281,Icy body,44,723.5996,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2587,V,false
LP 792-20,54.32,false,1,1,LP 792-20 7,50,Class I gas giant,2564,false,true,1,0.0076,2583.5983875,2583.523772101107,LP 792-20,M (Red dwarf) Star,4,0,0.5431,V,6448,3102,2588,0.5431,LP 792-20 7 h,2588,Icy body,38,2269.1516,-M (Red dwarf) Star-,1,true,3102,V,false
Aeneas,69.79,false,1,1,Aeneas 4,49,Class I gas giant,2900,false,true,1,0.0063,2915.985618,2915.9277496912073,Aeneas,K (Yellow-Orange) Star,0,0,0.6736,V,8602,3837,2901,0.6736,Aeneas 4 h,2901,Icy body,42,679.4873,-K (Yellow-Orange) Star-,1,false,,,false
LP 816-60,18.65,false,1,1,LP 816-60 5,49,Class I gas giant,1226,false,true,1,0.0003,1226.6041905,1226.6041353028102,LP 816-60,M (Red dwarf) Star,5,0,0.5259,V,8414,2952,1226,0.5259,LP 816-60 5 h,1226,Icy body,25,1614.0784,-M (Red dwarf) Star-,1,true,2952,V,false
Lacaille 9352,10.69,true,1,1,Lacaille 9352 6,49,Class I gas giant,1553,false,true,1,0.0696,1468.671516,1465.1099576687902,Lacaille 9352,M (Red dwarf) Star,5,0,0.527,V,10150,3050,1552,0.527,Lacaille 9352 6 f,1552,Icy body,41,1075.5605,-M (Red dwarf) Star-,1,true,3050,V,false
V374 Pegasi,29.05,false,2,2,V374 Pegasi A 4,48,Class I gas giant,5618,false,true,2,0.021,5519.344603500001,5518.127453809377,V374 Pegasi A,M (Red dwarf) Star,5,0,0.5127,V,7680,2993,5667,0.5127,V374 Pegasi A 4 h,5667,Icy body,20,1321.8995,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2397,Va,false
Hazel,36.26,false,1,1,Hazel 8,47,Class I gas giant,1910,false,true,1,0.1669,1645.3691864999998,1622.2909557030323,Hazel,M (Red dwarf) Star,5,0,0.5062,V,8770,2844,1908,0.5062,Hazel 8 h,1908,Icy body,42,622.0359,-M (Red dwarf) Star-,1,true,2844,V,false
Aninohanu,77.38,false,1,1,Aninohanu 5,46,Class I gas giant,1995,false,true,1,0.0034,1995.6706964999998,1995.6591614900378,Aninohanu,M (Red dwarf) Star,5,0,0.4477,Va,3970,2848,2006,0.4477,Aninohanu 5 h,2006,Icy body,36,718.7353,-M (Red dwarf) Star-,1,true,2848,Va,false
LP 466-235,72.13,false,1,1,LP 466-235 5,45,Class I gas giant,2204,false,true,1,0.0008,2205.402498,2205.4017922710877,LP 466-235,M (Red dwarf) Star,4,0,0.5456,V,2886,3165,2207,0.5456,LP 466-235 5 h,2207,Icy body,33,1007.7901,-M (Red dwarf) Star-,1,true,3165,V,false
Quikil,74.11,false,3,3,Quikil ABC 3,45,Class I gas giant,2017,true,false,1,0.0059,1993.7744774999999,1993.7397755532227,Quikil C,L (Brown dwarf) Star,9,562,0.3881,V,3646,1989,1457,0.4743,Quikil ABC 3 h,2019,Icy body,41,587.7993,-L (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2969,Va,false
LHS 2651,66.01,false,2,2,LHS 2651 A 7,42,Class I gas giant,4960,false,true,2,0.002,4951.476913500001,4951.46701053627,LHS 2651 A,M (Red dwarf) Star,3,0,0.574,V,5026,3286,4949,0.574,LHS 2651 A 7 h,4949,Icy body,34,1113.3114,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3286,V,false
LHS 528,68.65,false,4,4,LHS 528 CD 1,40,Class I gas giant,450953,true,false,2,0.0001,1474.9090785,1474.9090711254546,LHS 528 D,T (Brown dwarf) Star,9,449883,0.2221,V,9478,1291,1067,0.4874,LHS 528 CD 1 h,450950,Icy body,30,1187.8879,-M (Red dwarf) Star-M (Red dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2070,VI,false
Abi,45.31,false,1,1,Abi 4,40,Class I gas giant,3175,false,true,1,0.0024,3176.067024,3176.057876913799,Abi,M (Red dwarf) Star,4,0,0.566,V,6118,3144,3169,0.566,Abi 4 h,3169,Icy body,36,767.6764,-M (Red dwarf) Star-,1,true,3144,V,false
Mongatha,70.01,false,1,1,Mongatha 9,37,Class I gas giant,901,false,true,1,0.0092,900.803826,900.7657031753876,Mongatha,L (Brown dwarf) Star,9,0,0.3435,V,7924,1994,900,0.3435,Mongatha 9 h,900,Icy body,33,628.6281,-L (Brown dwarf) Star-,1,false,,,false
Chontantici,66.33,false,1,1,Chontantici 6,35,Class I gas giant,1462,false,true,1,0.0089,1471.366143,1471.3078683899005,Chontantici,M (Red dwarf) Star,9,0,0.4122,VI,6116,2107,1451,0.4122,Chontantici 6 h,1451,Icy body,30,728.8878,-M (Red dwarf) Star-,1,true,2107,VI,false
LP 347-5,58.69,false,2,2,LP 347-5 B 12,34,Class I gas giant,2061,false,true,2,0.0041,2063.8347795,2063.817432895779,Gliese 905.2 B,M (Red dwarf) Star,2,0,0.6074,V,560,3426,2052,0.6074,LP 347-5 B 12 h,2052,Icy body,22,1634.2148,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3418,V,false
Ross 1051,58.23,false,1,1,Ross 1051 10,33,Class I gas giant,2835,false,true,1,0.0047,2831.553972,2831.5226973136637,Ross 1051,M (Red dwarf) Star,5,0,0.5315,V,7648,2953,2833,0.5315,Ross 1051 10 h,2833,Icy body,29,931.1654,-M (Red dwarf) Star-,1,true,2953,V,false
LP 466-235,72.13,false,1,1,LP 466-235 6,33,Class I gas giant,3162,false,true,1,0.0122,3195.5781195,3195.340295726595,LP 466-235,M (Red dwarf) Star,4,0,0.5456,V,2886,3165,3165,0.5456,LP 466-235 6 h,3165,Icy body,27,2699.5295,-M (Red dwarf) Star-,1,true,3165,V,false
