System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
G 188-9,43.44,1,1,G 188-9 7,53,Class I gas giant,2051,false,true,2,0.1555,1.297413,1.281631128460353,G 188-9,M (Red dwarf) Star,3,0,0.5782,V,10172,3370,0.5782,G 188-9 7 h,2046,Icy body,40,882.0613,-M (Red dwarf) Star-,1,true,3370,V,false
Nyan,183.10,1,1,Nyan 5,53,Class I gas giant,826,false,true,1,0.0003,826.252479,826.2524418186375,Nyan,M (Red dwarf) Star,9,0,0.44,Va,2826,2383,0.44,Nyan 5 h,825,Icy body,47,658.0635,-M (Red dwarf) Star-,1,true,2383,Va,false
Col 285 Sector YK-K b23-8,242.17,1,1,Col 285 Sector YK-K b23-8 10,53,Class I gas giant,1054,false,true,1,0.0008,1053.000351,1053.0000140398336,Col 285 Sector YK-K b23-8,M (Red dwarf) Star,9,0,0.4256,Va,12366,2322,0.4256,Col 285 Sector YK-K b23-8 10 h,1055,Icy body,40,869.7866,-M (Red dwarf) Star-,0,true,2322,Va,false
Tekenatam,152.67,2,2,Tekenatam AB 1,53,Class I gas giant,1120,true,false,1,0.0007,1232.0932455,1232.092943637118,Tekenatam B,L (Brown dwarf) Star,9,349,0.2581,V,11912,1365,0.4065,Tekenatam AB 1 h,1124,Icy body,35,775.5216,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2213,Va,false
Grovicho,215.64,1,1,Grovicho 13,53,Class I gas giant,1170,false,true,1,0.0001,1170.1168245,1170.1168186494158,Grovicho,M (Red dwarf) Star,6,0,0.4766,Va,286,2629,0.4766,Grovicho 13 h,1164,Icy body,45,837.6239,-M (Red dwarf) Star-,1,true,2629,Va,false
Tucanae Sector JW-V b2-2,294.15,1,1,Tucanae Sector JW-V b2-2 15,53,Class I gas giant,1582,false,false,0,0.0003,1582.245054,1582.2449827989708,Tucanae Sector JW-V b2-2,T Tauri Star,5,0,0.6209,Va,202,2822,0.6209,Tucanae Sector JW-V b2-2 15 h,1579,Icy body,47,466.1207,-T Tauri Star-,0,true,2822,Va,false
Geirsemi,147.16,2,2,Geirsemi A 17,53,Class I gas giant,1728,false,true,2,0.0026,1732.645161,1732.6393046494586,Geirsemi A,M (Red dwarf) Star,5,0,0.5183,Va,268,3043,0.5183,Geirsemi A 17 h,1734,Icy body,46,695.0958,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3043,Va,false
Awa,157.39,1,1,Awa 7,53,Class I gas giant,2227,false,true,1,0.0012,2228.755932,2228.754327295151,Awa,M (Red dwarf) Star,5,0,0.5196,Va,816,3003,0.5196,Awa 7 h,2243,Icy body,39,3311.8848,-M (Red dwarf) Star-,1,true,3003,Va,false
Tchehen,165.03,4,4,Tchehen ABC 5,53,Class I gas giant,3910,true,false,2,0.0528,3935.6025345,3930.1127906128254,Tchehen B,M (Red dwarf) Star,9,461,0.3948,Va,11102,2287,0.5547,Tchehen ABC 5 h,3900,Icy body,37,923.6182,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2287,Va,false
Col 285 Sector XS-E b26-5,262.61,2,2,Col 285 Sector XS-E b26-5 B 12,53,Class I gas giant,18095,false,true,2,0.0002,1102.9008509999999,1102.9008289419828,Col 285 Sector XS-E b26-5 B,M (Red dwarf) Star,9,19113,0.382,VI,290,2018,0.5439,Col 285 Sector XS-E b26-5 B 12 h,18096,Icy body,46,1119.7928,-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2018,VI,false
Col 285 Sector BQ-K b10-3,237.90,1,1,Col 285 Sector BQ-K b10-3 7,53,Class I gas giant,2761,false,true,1,0.0009,2758.799043,2758.7979256861613,Col 285 Sector BQ-K b10-3,M (Red dwarf) Star,3,0,0.5738,Va,1980,3311,0.5738,Col 285 Sector BQ-K b10-3 7 h,2769,Icy body,41,744.5242,-M (Red dwarf) Star-,0,true,3311,Va,false
Col 285 Sector EY-F b12-3,238.68,1,1,Col 285 Sector EY-F b12-3 4,53,Class I gas giant,1216,false,true,1,0.0003,1216.6739910000001,1216.6739362496692,Col 285 Sector EY-F b12-3,M (Red dwarf) Star,6,0,0.4791,Va,298,2617,0.4791,Col 285 Sector EY-F b12-3 4 h,1210,Icy body,44,752.9992,-M (Red dwarf) Star-,0,true,2617,Va,false
Col 285 Sector NG-D b13-1,230.96,1,1,Col 285 Sector NG-D b13-1 11,53,Class I gas giant,2015,false,true,1,0.0003,2014.3334834999998,2014.3333928549907,Col 285 Sector NG-D b13-1,M (Red dwarf) Star,4,0,0.5721,Va,428,3122,0.5721,Col 285 Sector NG-D b13-1 11 h,2008,Icy body,45,761.0361,-M (Red dwarf) Star-,0,true,3122,Va,false
Capricorni Sector MD-S b4-3,173.74,1,1,Capricorni Sector MD-S b4-3 3,53,Class I gas giant,1557,false,true,1,0.0011,1555.198983,1555.1980421043309,Capricorni Sector MD-S b4-3,M (Red dwarf) Star,7,0,0.5019,Va,4760,2578,0.5019,Capricorni Sector MD-S b4-3 3 h,1554,Icy body,40,710.8331,-M (Red dwarf) Star-,0,true,2578,Va,false
Tucanae Sector ND-R b5-0,269.19,1,1,Tucanae Sector ND-R b5-0 10,53,Class I gas giant,1793,false,true,1,0.0083,1805.6495925,1805.5873958285858,Tucanae Sector ND-R b5-0,M (Red dwarf) Star,4,0,0.5887,Va,2496,3106,0.5887,Tucanae Sector ND-R b5-0 10 h,1805,Icy body,48,3229.2898,-M (Red dwarf) Star-,0,true,3106,Va,false
Col 285 Sector BC-P b21-5,200.05,1,1,Col 285 Sector BC-P b21-5 3,53,Class I gas giant,1112,false,true,1,0.0007,1112.681349,1112.681076393036,Col 285 Sector BC-P b21-5,M (Red dwarf) Star,7,0,0.4173,Va,3354,2503,0.4173,Col 285 Sector BC-P b21-5 3 h,1103,Icy body,41,1885.7889,-M (Red dwarf) Star-,0,true,2503,Va,false
Col 285 Sector HQ-U b17-4,242.84,1,1,Col 285 Sector HQ-U b17-4 9,53,Class I gas giant,1057,false,true,1,0.0014,1055.395575,1055.3945407118297,Col 285 Sector HQ-U b17-4,M (Red dwarf) Star,6,0,0.4407,Va,490,2676,0.4407,Col 285 Sector HQ-U b17-4 9 h,1063,Icy body,46,611.0501,-M (Red dwarf) Star-,0,true,2676,Va,false
Hyades Sector SY-R b4-0,220.89,2,2,Hyades Sector SY-R b4-0 AB 1,52,Class I gas giant,1447,true,false,1,0.0001,1334.5888725,1334.5888658270558,Hyades Sector SY-R b4-0 B,L (Brown dwarf) Star,9,453,0.2219,V,330,1313,0.4033,Hyades Sector SY-R b4-0 AB 1 h,1458,Icy body,33,1078.559,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2160,VI,false
Jinoharis,80.11,1,1,Jinoharis 10,52,Class I gas giant,1572,false,true,1,0.0059,1569.8198295,1569.7925065480877,Jinoharis,M (Red dwarf) Star,5,0,0.5065,Va,4216,2934,0.5065,Jinoharis 10 h,1575,Icy body,45,904.0829,-M (Red dwarf) Star-,1,true,2934,Va,false
Hyades Sector JB-W b2-1,227.24,1,1,Hyades Sector JB-W b2-1 12,52,Class I gas giant,1922,false,true,1,0.0122,1917.776016,1917.6332897978496,Hyades Sector JB-W b2-1,M (Red dwarf) Star,4,0,0.5258,Va,254,3110,0.5258,Hyades Sector JB-W b2-1 12 h,1928,Icy body,44,1182.34,-M (Red dwarf) Star-,0,true,3110,Va,false
2MASS J12223895+2746432,264.97,2,2,2MASS J12223895+2746432 A 7,52,Class I gas giant,2471,false,true,2,0.0039,2480.0049495,2479.9860889906417,2MASS J12223895+2746432 A,M (Red dwarf) Star,4,0,0.563,V,4130,3244,0.563,2MASS J12223895+2746432 A 7 h,2465,Icy body,43,763.3914,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,3244,V,false
LTT 7138,61.52,4,4,LTT 7138 AB 9,52,Class I gas giant,2819,true,false,2,0.003,2840.735664,2840.722880660749,LTT 7138 B,M (Red dwarf) Star,9,108,0.3007,VI,8058,2018,0.5296,LTT 7138 AB 9 h,2829,Icy body,46,704.5136,-L (Brown dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2018,VI,false
HIP 8924,220.86,1,1,HIP 8924 6,52,Class I gas giant,2620,false,true,1,0.0004,2620.9239615,2620.9237518260747,HIP 8924,M (Red dwarf) Star,5,0,0.5169,V,7746,2983,0.5169,HIP 8924 6 h,2622,Icy body,46,504.7832,-M (Red dwarf) Star-,0,true,2983,V,false
Hehenes,159.25,1,1,Hehenes 10,52,Class I gas giant,3600,false,true,1,0.0022,3606.6584384999996,3606.6497103760175,Hehenes,K (Yellow-Orange) Star,0,0,0.6493,Va,702,4049,0.6493,Hehenes 10 h,3601,Icy body,46,647.2827,-K (Yellow-Orange) Star-,1,false,,,false
Konorubang,175.87,1,1,Konorubang 7,52,Class I gas giant,1950,false,true,1,0.0011,1948.5646245,1948.5634456180455,Konorubang,M (Red dwarf) Star,5,0,0.6285,Va,644,2989,0.6285,Konorubang 7 h,1943,Icy body,46,967.1933,-M (Red dwarf) Star-,1,true,2989,Va,false
Col 285 Sector PT-M b22-2,238.92,1,1,Col 285 Sector PT-M b22-2 12,52,Class I gas giant,2768,false,true,1,0.0072,2762.8908840000004,2762.8192689401435,Col 285 Sector PT-M b22-2,M (Red dwarf) Star,1,0,0.5673,Va,1686,3632,0.5673,Col 285 Sector PT-M b22-2 12 h,2757,Icy body,44,817.0004,-M (Red dwarf) Star-,0,true,3632,Va,false
Col 285 Sector VH-G b25-4,241.10,3,3,Col 285 Sector VH-G b25-4 ABC 3,52,Class I gas giant,4172,true,false,1,0.0484,4187.749761,4182.841857510078,Col 285 Sector VH-G b25-4 C,M (Red dwarf) Star,9,1736,0.3941,Va,3036,2332,0.6271,Col 285 Sector VH-G b25-4 ABC 3 h,4162,Icy body,41,960.7622,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2332,Va,false
Col 285 Sector PB-E b12-3,238.83,1,1,Col 285 Sector PB-E b12-3 8,52,Class I gas giant,1473,false,true,1,0.0029,1476.1565910000002,1476.150383748484,Col 285 Sector PB-E b12-3,M (Red dwarf) Star,5,0,0.5096,Va,928,2870,0.5096,Col 285 Sector PB-E b12-3 8 h,1466,Icy body,45,881.1754,-M (Red dwarf) Star-,0,true,2870,Va,false
Col 285 Sector SZ-N b20-4,215.97,2,2,Col 285 Sector SZ-N b20-4 B 10,52,Class I gas giant,352255,false,true,2,0.0037,1554.3007739999998,1554.290134774789,Col 285 Sector SZ-N b20-4 B,M (Red dwarf) Star,5,352784,0.4832,Va,4696,2813,0.5143,Col 285 Sector SZ-N b20-4 B 10 h,352179,Icy body,45,696.0863,-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2813,Va,false
Col 285 Sector BI-G b25-0,203.16,1,1,Col 285 Sector BI-G b25-0 8,52,Class I gas giant,1867,false,true,1,0.0045,1875.2108895,1875.1919028936234,Col 285 Sector BI-G b25-0,M (Red dwarf) Star,5,0,0.5882,Va,522,3071,0.5882,Col 285 Sector BI-G b25-0 8 h,1869,Icy body,46,658.5941,-M (Red dwarf) Star-,0,true,3071,Va,false
Col 285 Sector JJ-G c11-20,253.78,4,4,Col 285 Sector JJ-G c11-20 ABCD 2,52,Class I gas giant,3063,true,false,1,0.0044,2994.6787065,2994.649717869815,Col 285 Sector JJ-G c11-20 B,M (Red dwarf) Star,5,1296,0.5347,Va,766,2879,0.6283,Col 285 Sector JJ-G c11-20 ABCD 2 h,3076,Icy body,46,764.8284,-M (Red dwarf) Star-Y (Brown dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,0,true,2879,Va,false
Col 285 Sector DJ-D b27-6,228.50,1,1,Col 285 Sector DJ-D b27-6 11,52,Class I gas giant,1793,false,true,2,0.1945,2.8942289999999997,2.838956514036032,Col 285 Sector DJ-D b27-6,M (Red dwarf) Star,5,0,0.5406,Va,4890,2846,0.5406,Col 285 Sector DJ-D b27-6 11 h,1792,Icy body,42,742.4882,-M (Red dwarf) Star-,0,true,2846,Va,false
Col 285 Sector CD-E b27-1,247.58,1,1,Col 285 Sector CD-E b27-1 10,52,Class I gas giant,1047,false,true,1,0,1047.5112960000001,1047.5112960000001,Col 285 Sector CD-E b27-1,M (Red dwarf) Star,8,0,0.4688,Vz,224,2472,0.4688,Col 285 Sector CD-E b27-1 10 h,1055,Icy body,45,742.2782,-M (Red dwarf) Star-,0,true,2472,Vz,false
Col 285 Sector NV-S b18-8,237.70,1,1,Col 285 Sector NV-S b18-8 3,52,Class I gas giant,2066,false,true,1,0.0025,2061.389655,2061.3832131472627,Col 285 Sector NV-S b18-8,M (Red dwarf) Star,4,0,0.5948,,1998,3121,0.5948,Col 285 Sector NV-S b18-8 3 h,2061,Icy body,45,809.5608,-M (Red dwarf) Star-,0,true,3121,,false
Pegasi Sector LX-T b3-6,196.85,1,1,Pegasi Sector LX-T b3-6 9,52,Class I gas giant,1305,false,true,1,0.0063,1299.7583235,1299.732529540127,Pegasi Sector LX-T b3-6,M (Red dwarf) Star,6,0,0.4576,Va,270,2677,0.4576,Pegasi Sector LX-T b3-6 9 h,1305,Icy body,43,918.3501,-M (Red dwarf) Star-,0,true,2677,Va,false
Paipai,99.57,1,1,Paipai 9,51,Class I gas giant,1295,false,true,1,0.0017,1293.1714574999999,1293.1695888658937,Paipai,M (Red dwarf) Star,7,0,0.4999,Va,6350,2521,0.4999,Paipai 9 h,1295,Icy body,42,1100.3363,-M (Red dwarf) Star-,1,true,2521,Va,false
Hyades Sector AL-W b2-4,218.28,1,1,Hyades Sector AL-W b2-4 4,51,Class I gas giant,2402,false,false,0,0.0095,2382.848676,2382.7411475273293,Hyades Sector AL-W b2-4,M (Red dwarf) Star,4,0,0.5821,Va,13052,3222,0.5821,Hyades Sector AL-W b2-4 4 h,2395,Icy body,43,981.6235,-M (Red dwarf) Star-,0,true,3222,Va,false
Capricorni Sector UO-R b4-3,201.79,2,2,Capricorni Sector UO-R b4-3 A 4,51,Class I gas giant,1262,false,true,2,0.0002,1261.7341425000002,1261.7341172653169,Capricorni Sector UO-R b4-3 A,M (Red dwarf) Star,9,0,0.406,Va,3984,2376,0.406,Capricorni Sector UO-R b4-3 A 4 h,1264,Icy body,39,914.364,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2376,Va,false
Euboa,48.61,2,2,Euboa A 3,51,Class I gas giant,382260,false,true,2,0.0001,682.838442,682.8384385858078,Euboa,M (Red dwarf) Star,7,381652,0.4454,V,6024,2587,0.5791,Euboa A 3 h,382281,Icy body,44,723.5996,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2587,V,false
Pularungu,83.58,1,1,Pularungu 3,51,Class I gas giant,2063,false,true,1,0.0087,2068.1761229999997,2068.0978513935024,Pularungu,M (Red dwarf) Star,5,0,0.4929,Va,3140,2952,0.4929,Pularungu 3 h,2072,Icy body,39,2065.7207,-M (Red dwarf) Star-,1,true,2952,Va,false
Groa,229.92,1,1,Groa 15,51,Class I gas giant,3279,false,true,1,0.0011,3282.155487,3282.15350129533,Groa,M (Red dwarf) Star,2,0,0.5753,Va,390,3557,0.5753,Groa 15 h,3269,Icy body,40,781.9383,-M (Red dwarf) Star-,1,true,3557,Va,false
Col 285 Sector BM-K b22-4,242.95,2,2,Col 285 Sector BM-K b22-4 A 3,51,Class I gas giant,1433,false,false,0,0.0012,1431.2960415,1431.2950109664791,Col 285 Sector BM-K b22-4 A,M (Red dwarf) Star,8,0,0.4337,Va,5400,2475,0.4337,Col 285 Sector BM-K b22-4 A 3 h,1435,Icy body,41,791.8464,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2475,Va,false
Col 285 Sector CA-W b3-4,271.91,1,1,Col 285 Sector CA-W b3-4 6,51,Class I gas giant,1501,false,true,1,0.0013,1503.102861,1503.1015908775457,Col 285 Sector CA-W b3-4,M (Red dwarf) Star,6,0,0.4684,Va,12930,2686,0.4684,Col 285 Sector CA-W b3-4 6 h,1511,Icy body,41,941.8504,-M (Red dwarf) Star-,0,true,2686,Va,false
Col 285 Sector HN-H b24-3,211.87,1,1,Col 285 Sector HN-H b24-3 10,51,Class I gas giant,1270,false,true,1,0.0025,1269.269118,1269.2651515278085,Col 285 Sector HN-H b24-3,M (Red dwarf) Star,5,0,0.4169,Vz,220,2818,0.4169,Col 285 Sector HN-H b24-3 10 h,1263,Icy body,43,955.8486,-M (Red dwarf) Star-,0,true,2818,Vz,false
Col 285 Sector FY-F b25-0,220.44,1,1,Col 285 Sector FY-F b25-0 11,51,Class I gas giant,2199,false,true,1,0.0003,2198.815632,2198.815533053294,Col 285 Sector FY-F b25-0,M (Red dwarf) Star,5,0,0.4951,Va,390,3032,0.4951,Col 285 Sector FY-F b25-0 11 h,2200,Icy body,39,1434.191,-M (Red dwarf) Star-,0,true,3032,Va,false
Col 285 Sector SP-K b10-2,205.69,1,1,Col 285 Sector SP-K b10-2 8,51,Class I gas giant,2614,false,true,1,0.0001,2613.7382895,2613.7382764313083,Col 285 Sector SP-K b10-2,M (Red dwarf) Star,3,0,0.5981,Va,4192,3362,0.5981,Col 285 Sector SP-K b10-2 8 h,2616,Icy body,43,690.7523,-M (Red dwarf) Star-,0,true,3362,Va,false
Esumaramuxa,179.18,1,1,Esumaramuxa 4,51,Class I gas giant,2308,false,true,1,0.0037,2301.910065,2301.8943083716777,Esumaramuxa,M (Red dwarf) Star,2,0,0.5422,Va,13023,3471,0.5422,Esumaramuxa 4 h,2312,Icy body,45,726.3795,-M (Red dwarf) Star-,1,true,3471,Va,false
Lushu,91.04,1,1,Lushu 8,51,Class I gas giant,1922,false,true,1,0.002,1925.859897,1925.8560452763543,Lushu,M (Red dwarf) Star,6,0,0.5703,Va,12996,2771,0.5703,Lushu 8 h,1913,Icy body,41,982.9427,-M (Red dwarf) Star-,1,true,2771,Va,false
Tucanae Sector NN-T b3-2,295.49,1,1,Tucanae Sector NN-T b3-2 9,51,Class I gas giant,1823,false,true,1,0.0014,1825.6097925,1825.6080034015267,Tucanae Sector NN-T b3-2,M (Red dwarf) Star,5,0,0.5753,Va,2496,3008,0.5753,Tucanae Sector NN-T b3-2 9 h,1818,Icy body,45,611.8513,-M (Red dwarf) Star-,0,true,3008,Va,false
Col 285 Sector NU-B b28-0,273.89,1,1,Col 285 Sector NU-B b28-0 13,51,Class I gas giant,1909,false,true,1,0.0005,1908.5444235,1908.544184931932,Col 285 Sector NU-B b28-0,M (Red dwarf) Star,5,0,0.5732,Va,374,3013,0.5732,Col 285 Sector NU-B b28-0 13 h,1907,Icy body,44,692.3969,-M (Red dwarf) Star-,0,true,3013,Va,false
Col 285 Sector WZ-X a44-3,259.58,1,1,Col 285 Sector WZ-X a44-3 10,51,Class I gas giant,1198,false,true,1,0.0116,1205.496279,1205.4151704817664,Col 285 Sector WZ-X a44-3,M (Red dwarf) Star,9,0,0.3463,VI,272,2131,0.3463,Col 285 Sector WZ-X a44-3 10 h,1215,Icy body,32,766.4071,-M (Red dwarf) Star-,0,true,2131,VI,false
Valhoujem,127.49,3,3,Valhoujem AB 5,50,Class I gas giant,2842,true,false,2,0.0001,2817.8812350000003,2817.881220910594,Valhoujem B,M (Red dwarf) Star,7,104,0.4135,Va,294,2581,0.6054,Valhoujem AB 5 h,2842,Icy body,45,666.8859,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2581,Va,false
LP 792-20,54.32,1,1,LP 792-20 7,50,Class I gas giant,2564,false,true,1,0.0076,2583.5983875,2583.523772101107,LP 792-20,M (Red dwarf) Star,4,0,0.5431,V,6448,3102,0.5431,LP 792-20 7 h,2588,Icy body,38,2269.1516,-M (Red dwarf) Star-,1,true,3102,V,false
Col 285 Sector SQ-A b15-3,178.44,1,1,Col 285 Sector SQ-A b15-3 7,50,Class I gas giant,967,false,true,1,0.0016,968.8182075,968.8169674119007,Col 285 Sector SQ-A b15-3,M (Red dwarf) Star,8,0,0.4269,Va,446,2407,0.4269,Col 285 Sector SQ-A b15-3 7 h,969,Icy body,43,801.4629,-M (Red dwarf) Star-,0,true,2407,Va,false
Arietis Sector DG-X b1-2,213.19,1,1,Arietis Sector DG-X b1-2 8,50,Class I gas giant,1729,false,true,1,0.0016,1732.0962554999999,1732.094038415374,Arietis Sector DG-X b1-2,M (Red dwarf) Star,6,0,0.552,Vz,236,2798,0.552,Arietis Sector DG-X b1-2 8 h,1722,Icy body,43,554.3977,-M (Red dwarf) Star-,0,true,2798,Vz,false
Kwekwaxawe,119.06,3,3,Kwekwaxawe A 7,50,Class I gas giant,2295,false,true,2,0.0009,2296.2214080000003,2296.2204780301413,Kwekwaxawe A,M (Red dwarf) Star,4,0,0.459,Va,1806,3126,0.459,Kwekwaxawe A 7 h,2290,Icy body,43,616.3129,-M (Red dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-,1,true,3126,Va,false
Col 285 Sector BU-S b19-2,235.33,1,1,Col 285 Sector BU-S b19-2 15,50,Class I gas giant,2655,false,true,1,0.0005,2653.7085899999997,2653.7082582864055,Col 285 Sector BU-S b19-2,M (Red dwarf) Star,3,0,0.5677,Va,330,3276,0.5677,Col 285 Sector BU-S b19-2 15 h,2651,Icy body,41,753.0312,-M (Red dwarf) Star-,0,true,3276,Va,false
Hyades Sector GL-W b2-4,239.78,3,3,Hyades Sector GL-W b2-4 AB 1,50,Class I gas giant,3060,true,false,2,0.0001,2899.2190499999997,2899.2190355039043,Hyades Sector GL-W b2-4 B,L (Brown dwarf) Star,9,1243,0.2749,V,11892,1611,0.5584,Hyades Sector GL-W b2-4 AB 1 h,3058,Icy body,44,627.864,-M (Red dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,0,true,2265,Va,false
Hosuets,160.30,2,2,Hosuets A 8,50,Class I gas giant,999,false,true,2,0.0003,999.0080099999999,999.0079650446384,Hosuets A,M (Red dwarf) Star,9,0,0.4101,VI,258,2012,0.4101,Hosuets A 8 h,1007,Icy body,37,1015.6764,-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2012,VI,false
Nyororor,196.08,1,1,Nyororor 7,50,Class I gas giant,585,false,true,1,0.0001,584.5843575,584.5843545770782,Nyororor,L (Brown dwarf) Star,9,0,0.3549,V,6144,1922,0.3549,Nyororor 7 h,583,Icy body,40,1066.9825,-L (Brown dwarf) Star-,1,false,,,false
Col 285 Sector IE-C b28-5,271.44,1,1,Col 285 Sector IE-C b28-5 7,50,Class I gas giant,1431,false,true,1,0.0017,1432.14435,1432.142280549919,Col 285 Sector IE-C b28-5,M (Red dwarf) Star,9,0,0.4335,Va,764,2277,0.4335,Col 285 Sector IE-C b28-5 7 h,1431,Icy body,35,768.9268,-M (Red dwarf) Star-,0,true,2277,Va,false
Chaaratisa,127.68,2,2,Chaaratisa AB 1,50,Class I gas giant,2198,true,false,1,0.0014,2273.8160835,2273.8138551591464,Chaaratisa B,L (Brown dwarf) Star,9,1321,0.2976,V,8570,1717,0.5584,Chaaratisa AB 1 h,2197,Icy body,38,886.7198,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2751,Va,false
Col 285 Sector KY-O b7-3,270.47,1,1,Col 285 Sector KY-O b7-3 5,50,Class I gas giant,1242,false,true,2,0.0746,2.694627,2.687118523759782,Col 285 Sector KY-O b7-3,M (Red dwarf) Star,6,0,0.4309,Va,10188,2740,0.4309,Col 285 Sector KY-O b7-3 5 h,1242,Icy body,43,601.0351,-M (Red dwarf) Star-,0,true,2740,Va,false
Villae,236.51,3,3,Villae C 11,50,Class I gas giant,195860,false,true,2,0.0021,1680.848442,1680.844735725099,Villae C,M (Red dwarf) Star,7,194250,0.487,Va,418,2597,0.6346,Villae C 11 h,195855,Icy body,43,601.0918,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2176,Va,false
Hyades Sector IC-T b4-1,178.46,1,1,Hyades Sector IC-T b4-1 3,50,Class I gas giant,1041,false,true,1,0.0002,1041.124032,1041.124011177519,Hyades Sector IC-T b4-1,M (Red dwarf) Star,7,0,0.4055,Va,6780,2584,0.4055,Hyades Sector IC-T b4-1 3 h,1048,Icy body,43,912.6867,-M (Red dwarf) Star-,0,true,2584,Va,false
Col 285 Sector RV-H b25-3,229.00,1,1,Col 285 Sector RV-H b25-3 5,50,Class I gas giant,840,false,true,1,0,839.925216,839.925216,Col 285 Sector RV-H b25-3,M (Red dwarf) Star,9,0,0.4178,Va,964,2233,0.4178,Col 285 Sector RV-H b25-3 5 h,840,Icy body,42,602.4781,-M (Red dwarf) Star-,0,true,2233,Va,false
Antliae Sector YJ-A b6,162.99,2,2,Antliae Sector YJ-A b6 AB 1,50,Class I gas giant,2744,true,false,1,0.0005,2290.532751,2290.5324646833888,Antliae Sector YJ-A b6 B,L (Brown dwarf) Star,9,1396,0.3133,V,2808,1700,0.4835,Antliae Sector YJ-A b6 AB 1 h,2748,Icy body,35,1673.1812,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2765,Va,false
Col 285 Sector RA-D b13-6,292.25,1,1,Col 285 Sector RA-D b13-6 8,50,Class I gas giant,1777,false,true,1,0.0001,1777.3560089999999,1777.3560001132196,Col 285 Sector RA-D b13-6,M (Red dwarf) Star,4,0,0.4754,Va,596,3193,0.4754,Col 285 Sector RA-D b13-6 8 h,1786,Icy body,44,604.8689,-M (Red dwarf) Star-,0,true,3193,Va,false
Pegasi Sector CG-X b1-2,270.30,1,1,Pegasi Sector CG-X b1-2 11,50,Class I gas giant,1553,false,false,0,0.0022,1550.308734,1550.304982248324,Pegasi Sector CG-X b1-2,M (Red dwarf) Star,6,0,0.5225,,11046,2687,0.5225,Pegasi Sector CG-X b1-2 11 h,1548,Icy body,42,691.2318,-M (Red dwarf) Star-,0,true,2687,,false
Synuefe AY-N b53-3,287.17,2,2,Synuefe AY-N b53-3 A 8,50,Class I gas giant,1644,false,true,2,0.0099,1637.1855045,1637.1052722584134,Synuefe AY-N b53-3 A,M (Red dwarf) Star,6,0,0.5223,Va,320,2730,0.5223,Synuefe AY-N b53-3 A 8 h,1633,Icy body,43,910.8904,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2730,Va,false
Col 285 Sector KW-A b15-6,231.52,1,1,Col 285 Sector KW-A b15-6 2,50,Class I gas giant,1679,false,true,1,0.004,1674.960183,1674.9467832649366,Col 285 Sector KW-A b15-6,M (Red dwarf) Star,5,0,0.5598,Va,10576,2883,0.5598,Col 285 Sector KW-A b15-6 2 h,1676,Icy body,45,476.522,-M (Red dwarf) Star-,0,true,2883,Va,false
Col 285 Sector PB-G b26-2,214.61,1,1,Col 285 Sector PB-G b26-2 4,50,Class I gas giant,2149,false,true,1,0.0011,2148.3662265,2148.3649267380397,Col 285 Sector PB-G b26-2,M (Red dwarf) Star,3,0,0.5641,Va,2274,3264,0.5641,Col 285 Sector PB-G b26-2 4 h,2150,Icy body,45,619.4709,-M (Red dwarf) Star-,0,true,3264,Va,false
